time,sensor.power_load_no_var_loads,sensor.power_photovoltaics
2025-06-06 07:00:00,499.0316442619676,1230.456781818182
2025-06-06 07:30:00,520.7966490140841,1574.7407500000002
2025-06-06 08:00:00,605.9608720942739,2018.272963636364
2025-06-06 08:30:00,532.2639916930405,2150.9140344827583
2025-06-06 09:00:00,538.4953056913573,2366.094915254237
2025-06-06 09:30:00,553.4504507044173,2214.364636363636
2025-06-06 10:00:00,620.1144232732054,1029.214125
2025-06-06 10:30:00,602.0197422000274,206.55177777777777
2025-06-06 11:00:00,586.133385531254,815.104962264151
2025-06-06 11:30:00,626.8428378533331,1650.7600943396228
2025-06-06 12:00:00,482.84601002908744,668.7246428571428
2025-06-06 12:30:00,460.7864032720711,726.6532037037038
2025-06-06 13:00:00,419.08272460497784,1267.8361694915254
2025-06-06 13:30:00,590.8007889754448,2680.4055
2025-06-06 14:00:00,508.00866703143924,935.8494745762712
2025-06-06 14:30:00,577.431096285027,1720.4849152542372
2025-06-06 15:00:00,708.9719174431445,1812.429396551724
2025-06-06 15:30:00,626.9389952203683,1758.1514736842107
2025-06-06 16:00:00,455.4307793317356,1109.8065254237288
2025-06-06 16:30:00,629.3132989840487,1266.3087142857144
2025-06-06 17:00:00,2193.8381657788123,1082.193192982456
2025-06-06 17:30:00,1959.8892738379168,430.09732
2025-06-06 18:00:00,2017.404980283184,87.37082352941177
2025-06-06 18:30:00,1925.963566509796,0.0
2025-06-06 19:00:00,1915.4756981250314,0.0
2025-06-06 19:30:00,2068.469532398464,0.0
2025-06-06 20:00:00,1982.9411402221988,0.0
2025-06-06 20:30:00,2052.911240360055,0.0
2025-06-06 21:00:00,2101.974857753961,0.0
2025-06-06 21:30:00,1868.2060122237394,0.0
2025-06-06 22:00:00,2080.1932435000085,0.0
2025-06-06 22:30:00,1808.4578285400098,0.0
2025-06-06 23:00:00,2002.517677930936,0.0
2025-06-06 23:30:00,2194.9572909401954,0.0
2025-06-07 00:00:00,500.694512714694,0.0
2025-06-07 00:30:00,646.8464849426489,0.0
2025-06-07 01:00:00,353.3954374128847,0.0
2025-06-07 01:30:00,443.33252184677275,0.0
2025-06-07 02:00:00,390.4673096765514,0.0
2025-06-07 02:30:00,492.3043628107894,0.0
2025-06-07 03:00:00,566.786397745272,0.0
2025-06-07 03:30:00,341.3985750234184,0.0
2025-06-07 04:00:00,509.2673839184297,71.11
2025-06-07 04:30:00,648.7826259181539,164.50675
2025-06-07 05:00:00,637.7762966584429,313.7362452830189
2025-06-07 05:30:00,424.99310912487834,512.9160961538462
2025-06-07 06:00:00,1168.1667899364716,679.78908
2025-06-07 06:30:00,1127.8467408290985,914.073075471698
2025-06-07 07:00:00,923.7082282071285,1180.3714444444445
2025-06-07 07:30:00,1126.9754345660263,1154.1269130434782
2025-06-07 08:00:00,1044.6491353713902,1092.967693877551
2025-06-07 08:30:00,1101.407400646119,1162.0820416666668
2025-06-07 09:00:00,1057.7440356940183,1365.8153157894735
2025-06-07 09:30:00,978.1081585833889,1627.3257115384615
2025-06-07 10:00:00,842.3944922926212,1687.864709090909
2025-06-07 10:30:00,951.4223727146326,2226.4185
2025-06-07 11:00:00,1066.31380726433,2658.528071428572
2025-06-07 11:30:00,912.5175422119557,1819.240425925926
2025-06-07 12:00:00,1907.0953913074716,2973.910642857142
2025-06-07 12:30:00,2010.3989631268328,2976.0761090909086
2025-06-07 13:00:00,2050.4254451378333,2582.572734693877
2025-06-07 13:30:00,1915.3897258549387,1799.832966101695
2025-06-07 14:00:00,743.9155846181717,1474.7591578947367
2025-06-07 14:30:00,730.8386604033972,928.3346724137932
2025-06-07 15:00:00,722.3315863190746,411.7462156862745
2025-06-07 15:30:00,700.11535957171,379.4470833333333
2025-06-07 16:00:00,734.3165809413376,242.9719803921569
2025-06-07 16:30:00,831.6711511045559,158.99089473684208
2025-06-07 17:00:00,974.7456775670161,144.365
2025-06-07 17:30:00,905.1704138803627,106.8711489361702
2025-06-07 18:00:00,2463.150744207398,70.42910810810811
2025-06-07 18:30:00,2480.5985324774997,29.35655555555556
2025-06-07 19:00:00,2686.721981658174,0.0
2025-06-07 19:30:00,2293.514562261302,0.0
2025-06-07 20:00:00,2654.9203906635353,0.0
2025-06-07 20:30:00,2572.55370367022,0.0
2025-06-07 21:00:00,2320.9099623303096,0.0
2025-06-07 21:30:00,2530.7780046005164,0.0
2025-06-07 22:00:00,2437.3388801039655,0.0
2025-06-07 22:30:00,2338.5818380130004,0.0
2025-06-07 23:00:00,2588.5341943002145,0.0
2025-06-07 23:30:00,2494.3580279428143,0.0
2025-06-08 00:00:00,682.5639432588601,0.0
2025-06-08 00:30:00,527.2550160077458,0.0
2025-06-08 01:00:00,527.5786286907856,0.0
2025-06-08 01:30:00,407.3305978494917,0.0
2025-06-08 02:00:00,687.8848800732438,0.0
2025-06-08 02:30:00,625.4164753485004,0.0
2025-06-08 03:00:00,485.2055779741922,0.0
2025-06-08 03:30:00,449.0304925892119,0.0
2025-06-08 04:00:00,570.3712224545164,58.65561904761905
2025-06-08 04:30:00,392.22072656724674,163.1016590909091
2025-06-08 05:00:00,673.7768589184841,269.0728363636363
2025-06-08 05:30:00,456.44122152512466,145.81110638297872
2025-06-08 06:00:00,970.2431541306848,171.9930222222222
2025-06-08 06:30:00,957.7362703099499,330.47704
2025-06-08 07:00:00,970.5274968600994,257.8221666666667
2025-06-08 07:30:00,1034.351977117578,491.0879038461538
2025-06-08 08:00:00,937.8137927520653,358.71346
2025-06-08 08:30:00,1046.8000837321606,701.3375
2025-06-08 09:00:00,1072.7131278981508,708.1645892857142
2025-06-08 09:30:00,1027.2268522059228,1398.7832586206898
2025-06-08 10:00:00,1011.6304922015648,2825.928982758621
2025-06-08 10:30:00,1026.0416580751025,2829.0336379310347
2025-06-08 11:00:00,970.0133820667739,2024.3539827586208
2025-06-08 11:30:00,1153.920416755041,2564.6389827586204
2025-06-08 12:00:00,1971.3818339510292,3102.9955892857142
2025-06-08 12:30:00,2130.6283270178974,3128.2149298245613
2025-06-08 13:00:00,2060.876261129455,2930.822740740741
2025-06-08 13:30:00,1924.4656882830348,2040.443
2025-06-08 14:00:00,770.2209333886867,2108.749736842105
2025-06-08 14:30:00,762.4118920853844,1927.644879310345
2025-06-08 15:00:00,895.7678594081999,968.8604339622642
2025-06-08 15:30:00,851.1860305484952,744.93886
2025-06-08 16:00:00,665.1740501794532,739.1558431372548
2025-06-08 16:30:00,732.4091529897144,602.6852444444444
2025-06-08 17:00:00,778.3335423484722,401.6156226415095
2025-06-08 17:30:00,827.6101486078093,209.9908695652174
2025-06-08 18:00:00,2659.0367885562655,136.31855319148934
2025-06-08 18:30:00,2608.0229744106073,37.517
2025-06-08 19:00:00,2554.9168159279834,0.0
2025-06-08 19:30:00,2465.893532811601,0.0
2025-06-08 20:00:00,2502.434353297623,0.0
2025-06-08 20:30:00,2573.8816746276234,0.0
2025-06-08 21:00:00,2407.8019215923987,0.0
2025-06-08 21:30:00,2396.7758141835748,0.0
2025-06-08 22:00:00,2567.969365471158,0.0
2025-06-08 22:30:00,2603.546196079063,0.0
2025-06-08 23:00:00,2493.1663120696076,0.0
2025-06-08 23:30:00,2601.493049258881,0.0
2025-06-09 00:00:00,514.5463052944858,0.0
2025-06-09 00:30:00,414.649528361559,0.0
2025-06-09 01:00:00,557.1295702669429,0.0
2025-06-09 01:30:00,548.9998943427915,0.0
2025-06-09 02:00:00,539.584040272138,0.0
2025-06-09 02:30:00,396.37908533295627,0.0
2025-06-09 03:00:00,304.8041074962364,0.0
2025-06-09 03:30:00,586.2752553044911,0.0
2025-06-09 04:00:00,559.3701576246717,41.79566666666667
2025-06-09 04:30:00,448.5126676354209,55.21693103448276
2025-06-09 05:00:00,398.8860889273953,126.12321428571428
2025-06-09 05:30:00,359.024077808407,330.01858
2025-06-09 06:00:00,714.5446564516492,694.0768571428571
2025-06-09 06:30:00,544.9036639757971,695.0604074074074
2025-06-09 07:00:00,423.33073805908214,653.0315370370371
2025-06-09 07:30:00,762.6521190357621,450.82166
2025-06-09 08:00:00,574.109704865366,654.2758461538461
2025-06-09 08:30:00,472.31176216671145,977.751298245614
2025-06-09 09:00:00,552.9042002295696,815.9562142857143
2025-06-09 09:30:00,487.9257737880047,864.4388867924528
2025-06-09 10:00:00,694.6108325640527,1069.1310701754385
2025-06-09 10:30:00,523.3118191076705,950.455
2025-06-09 11:00:00,470.30245224630255,1507.9597068965518
2025-06-09 11:30:00,671.0354229320039,1612.4149661016947
2025-06-09 12:00:00,470.79555322239764,1392.537220338983
2025-06-09 12:30:00,556.2495450709625,1278.994090909091
2025-06-09 13:00:00,445.45846673185326,609.0363620689654
2025-06-09 13:30:00,640.6901273700838,789.4862222222223
2025-06-09 14:00:00,615.3356242362156,1018.21008
2025-06-09 14:30:00,524.2906101005435,892.2091578947368
2025-06-09 15:00:00,553.6238393641074,456.0213684210527
2025-06-09 15:30:00,498.0624191616053,273.19914545454543
2025-06-09 16:00:00,428.3120070604017,142.13497959183675
2025-06-09 16:30:00,580.0823664318887,306.5893571428572
2025-06-09 17:00:00,1889.4411533671139,192.27558823529407
2025-06-09 17:30:00,1878.1894045232852,442.8401964285714
2025-06-09 18:00:00,1978.6735710523674,164.5343
2025-06-09 18:30:00,1863.771620812242,70.93922222222221
2025-06-09 19:00:00,1920.895394855427,0.0
2025-06-09 19:30:00,1988.518769382422,0.0
2025-06-09 20:00:00,2095.042567227177,0.0
2025-06-09 20:30:00,2044.242295147849,0.0
2025-06-09 21:00:00,2062.168485911407,0.0
2025-06-09 21:30:00,2002.87742790818,0.0
2025-06-09 22:00:00,1864.411653183743,0.0
2025-06-09 22:30:00,2087.9538206215943,0.0
2025-06-09 23:00:00,2070.37028980177,0.0
2025-06-09 23:30:00,2051.7998546662866,0.0
2025-06-10 00:00:00,427.38010912419355,0.0
